GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID...12	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	Tipo	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID...14	riExonStart_0base	riExonEnd	exonStart_0base	exonEnd
ENSG00000095321.18	CRAT	chr9	-	NA	NA	NA	NA	NA	NA	8526	218,194,147	0,0,0	142,302,140	0,4,1	1093	39	0.002234101572	0.1281943201	1.0,1.0,1.0	1.0,0.729,0.833	0.146	RI	NA	NA	NA	NA	129100510	129100689	129101743	129102057	NA	129100510	129102057	NA	NA
ENSG00000138621.12	PPCDC	chr15	+	NA	NA	NA	NA	NA	NA	21173	82,69,60	6,4,6	52,95,91	0,2,1	135	39	0.009464789	0.1748953	0.798,0.833,0.743	1.0,0.932,0.963	-0.174	SE	NA	NA	NA	NA	75028246	75028453	75048552	75048721	NA	NA	NA	75043440	75043536
ENSG00000145012.14	LPP	chr3	+	NA	NA	NA	NA	NA	NA	91056	71,39,50	4,0,6	46,62,55	0,0,0	162	39	0.006810018	0.1739139	0.81,1.0,0.667	1.0,1.0,1.0	-0.174	SE	NA	NA	NA	NA	188154156	188154252	188341662	188341719	NA	NA	NA	188225404	188225527
ENSG00000245937.10	SLC12A2-DT	chr5	-	NA	NA	NA	NA	NA	NA	124600	37,44,36	49,38,43	58,47,68	22,19,21	258	39	0.0007914999	0.1200999	0.102,0.149,0.112	0.285,0.272,0.329	-0.174	SE	NA	NA	NA	NA	128061143	128061244	128082969	128083114	NA	NA	NA	128081972	128082191
ENSG00000100911.16	PSME2	chr14	-	NA	NA	NA	NA	NA	NA	88873	32,29,12	0,4,1	25,22,20	0,0,0	126	39	0.01588965	0.1943801	1.0,0.692,0.788	1.0,1.0,1.0	-0.173	SE	NA	NA	NA	NA	24144399	24144468	24146207	24146240	NA	NA	NA	24145378	24145465
ENSG00000174938.15	SEZ6L2	chr16	-	NA	NA	NA	NA	NA	NA	118696	92,90,70	9,0,2	67,134,167	0,0,0	236	39	0.007431959	0.1739139	0.628,1.0,0.853	1.0,1.0,1.0	-0.173	SE	NA	NA	NA	NA	29873537	29873729	29879863	29880064	NA	NA	NA	29877270	29877467
ENSG00000130529.16	TRPM4	chr19	+	NA	NA	NA	NA	NA	NA	21966	37,43,32	0,6,3	42,25,32	0,0,0	117	39	0.008464072	0.1739139	1.0,0.705,0.78	1.0,1.0,1.0	-0.172	SE	NA	NA	NA	NA	49190207	49190320	49196439	49196716	NA	NA	NA	49190695	49190773
ENSG00000186088.16	GSAP	chr7	-	NA	NA	NA	NA	NA	NA	102413	45,62,23	3,12,2	50,74,49	1,1,2	110	39	0.008833841	0.1740438	0.842,0.647,0.803	0.947,0.963,0.897	-0.172	SE	NA	NA	NA	NA	77320724	77320819	77323646	77323742	NA	NA	NA	77321332	77321403
ENSG00000132326.13	PER2	chr2	-	NA	NA	NA	NA	NA	NA	135027	26,29,23	2,0,2	19,41,26	0,0,0	165	39	0.01524609	0.1912922	0.754,1.0,0.731	1.0,1.0,1.0	-0.172	SE	NA	NA	NA	NA	238259968	238260053	238261728	238261837	NA	NA	NA	238260827	238260953
ENSG00000177239.16	MAN1B1	chr9	+	NA	NA	NA	NA	NA	NA	4573	58,27,57	2,0,2	54,75,90	4,6,9	126	39	0.008271717331	0.1524005325	0.9,1.0,0.898	0.807,0.795,0.756	0.147	RI	NA	NA	NA	NA	137107249	137107447	137107534	137107662	NA	137107249	137107662	NA	NA
ENSG00000136244.12	IL6	chr7	+	NA	NA	NA	NA	NA	NA	54427	1,130,956,783	272,187,197	301,940,634,580	372,401,510	161	39	0.0001091807	0.02710926	0.502,0.553,0.491	0.663,0.711,0.685	-0.171	SE	NA	NA	NA	NA	22727223	22727281	22728692	22728806	NA	NA	NA	22727512	22727634
ENSG00000165115.15	KIF27	chr9	-	NA	NA	NA	NA	NA	NA	114117	57,43,51	2,0,11	63,63,54	0,0,1	153	39	0.01462157	0.1886786	0.879,1.0,0.542	1.0,1.0,0.932	-0.17	SE	NA	NA	NA	NA	83859155	83859371	83880296	83880494	NA	NA	NA	83870518	83870632
ENSG00000204054.14	LINC00963	chr9	+	NA	NA	NA	NA	NA	NA	116257	185,134,112	3,0,2	123,189,163	0,0,0	782	39	0.009363725	0.1745857	0.755,1.0,0.736	1.0,1.0,1.0	-0.17	SE	NA	NA	NA	NA	129496922	129497073	129503322	129503672	NA	NA	NA	129502396	129503139
ENSG00000004975.12	DVL2	chr17	-	7230045	7230155	7230057	7230155	7229807	7229943	6879	388,378,372	188,149,120	341,404,478	64,116,107	51	39	0.006908201948	0.1672409906	0.612,0.66,0.703	0.803,0.727,0.774	-0.11	A5SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000111247.15	RAD51AP1	chr12	+	4543762	4543911	4543762	4543904	4545781	4545832	2263	12,11,10	56,57,42	15,17,23	46,43,40	46	39	0.01440265604	0.1933894799	0.154,0.141,0.168	0.217,0.251,0.328	-0.111	A5SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000174365.22	SNHG11	chr20	+	NA	NA	NA	NA	NA	NA	7884	308,200,176	0,1,0	193,231,282	2,3,4	652	39	0.004462041661	0.1374363104	1.0,0.923,1.0	0.852,0.822,0.808	0.147	RI	NA	NA	NA	NA	38446671	38446852	38447465	38447623	NA	38446671	38447623	NA	NA
ENSG00000196391.11	ZNF774	chr15	+	NA	NA	NA	NA	NA	NA	20689	42,29,20	4,2,0	25,44,40	0,0,0	162	39	0.00743326	0.1739139	0.717,0.777,1.0	1.0,1.0,1.0	-0.169	SE	NA	NA	NA	NA	90352283	90352411	90358850	90358957	NA	NA	NA	90354641	90354764
ENSG00000164221.13	CCDC112	chr5	-	NA	NA	NA	NA	NA	NA	32088	241,179,188	51,39,40	197,228,312	18,25,31	135	39	0.001274087	0.1692464	0.577,0.57,0.576	0.76,0.725,0.744	-0.169	SE	NA	NA	NA	NA	115268881	115269000	115271212	115271626	NA	NA	NA	115269702	115269798
ENSG00000198521.12	ZNF43	chr19	-	NA	NA	NA	NA	NA	NA	41235	56,37,39	7,0,4	46,67,81	0,0,1	129	39	0.0103628	0.176237	0.707,1.0,0.747	1.0,1.0,0.961	-0.169	SE	NA	NA	NA	NA	21845391	21845506	21851162	21851360	NA	NA	NA	21850937	21851027
ENSG00000163625.17	WDFY3	chr4	-	NA	NA	NA	NA	NA	NA	99778	347,272,371	145,100,138	400,424,577	91,68,114	123	39	0.001716842	0.1739139	0.431,0.463,0.46	0.582,0.664,0.616	-0.169	SE	NA	NA	NA	NA	84803289	84803467	84809886	84810344	NA	NA	NA	84808333	84808417
ENSG00000011332.22	DPF1	chr19	-	NA	NA	NA	NA	NA	NA	8373	41,12,29	5,0,6	23,45,57	0,0,1	90	39	0.008497071614	0.1739139121	0.78,1.0,0.677	1.0,1.0,0.961	-0.168	SE	NA	NA	NA	NA	38216139	38216259	38217459	38217591	NA	NA	NA	38216352	38216403
ENSG00000285219.4	HULC	chr6	+	NA	NA	NA	NA	NA	NA	NA	11,7,5	0,0,0	10,6,23	5,0,4	181	137	0.004018228854	0.1984371989	1.0,1.0,1.0	0.602,1.0,0.813	0.195	MXE	8469990	8470132	8547116	8547214	8437939	8438031	8558584	8558643	18939	NA	NA	NA	NA
ENSG00000164022.18	AIMP1	chr4	+	NA	NA	NA	NA	NA	NA	6167	318,168,136	0,0,0	152,138,228	6,4,0	326	39	0.01673925196	0.18470256	1.0,1.0,1.0	0.752,0.805,1.0	0.148	RI	NA	NA	NA	NA	106320865	106320889	106321176	106321451	NA	106320865	106321451	NA	NA
ENSG00000162585.17	FAAP20	chr1	-	NA	NA	NA	NA	NA	NA	53655	101,73,94	1,8,8	112,141,97	0,2,2	175	39	0.009417105	0.1747384	0.957,0.67,0.724	1.0,0.94,0.915	-0.168	SE	NA	NA	NA	NA	2193638	2193910	2198006	2198142	NA	NA	NA	2193997	2194133
ENSG00000120158.12	RCL1	chr9	+	NA	NA	NA	NA	NA	NA	112311	68,49,22	0,5,3	61,61,58	0,0,0	111	39	0.007493869	0.1739139	1.0,0.775,0.72	1.0,1.0,1.0	-0.168	SE	NA	NA	NA	NA	4792943	4793227	4833153	4833228	NA	NA	NA	4823547	4823619
ENSG00000129566.13	TEP1	chr14	-	NA	NA	NA	NA	NA	NA	136560	112,76,96	43,20,33	82,93,122	14,15,20	164	39	0.003084148	0.1739139	0.382,0.475,0.409	0.582,0.596,0.592	-0.168	SE	NA	NA	NA	NA	20371488	20371632	20373010	20373100	NA	NA	NA	20372732	20372857
ENSG00000186260.17	MRTFB	chr16	+	NA	NA	NA	NA	NA	NA	23202	16,8,24	9,15,22	20,22,19	7,7,9	201	39	0.007657545	0.1739139	0.256,0.094,0.175	0.357,0.379,0.291	-0.167	SE	NA	NA	NA	NA	14079289	14079354	14140543	14140760	NA	NA	NA	14092720	14092882
ENSG00000028203.19	VEZT	chr12	+	NA	NA	NA	NA	NA	NA	64947	39,17,16	8,1,0	11,18,29	0,0,0	108	39	0.01290018	0.1823927	0.638,0.86,1.0	1.0,1.0,1.0	-0.167	SE	NA	NA	NA	NA	95242163	95242264	95251966	95252071	NA	NA	NA	95243940	95244009
ENSG00000171466.10	ZNF562	chr19	-	NA	NA	NA	NA	NA	NA	11161	159,162,147	16,18,13	181,152,212	3,7,10	166	39	0.0129158408	0.1824588027	0.7,0.679,0.727	0.934,0.836,0.833	-0.166	SE	NA	NA	NA	NA	9653707	9653881	9660719	9660874	NA	NA	NA	9658008	9658135
ENSG00000100911.16	PSME2	chr14	-	NA	NA	NA	NA	NA	NA	6622	721,599,471	0,1,2	712,841,712	2,13,12	813	39	0.01412087922	0.1748170401	1.0,0.966,0.919	0.945,0.756,0.74	0.148	RI	NA	NA	NA	NA	24144399	24144468	24145242	24145273	NA	24144399	24145273	NA	NA
ENSG00000156398.13	SFXN2	chr10	+	NA	NA	NA	NA	NA	NA	28760	24,28,18	2,3,0	11,25,28	0,0,0	137	39	0.01360305	0.1845821	0.774,0.727,1.0	1.0,1.0,1.0	-0.166	SE	NA	NA	NA	NA	102716233	102716329	102726611	102726777	NA	NA	NA	102716613	102716711
ENSG00000177479.20	ARIH2	chr3	+	NA	NA	NA	NA	NA	NA	48548	46,34,33	0,4,8	20,45,39	0,0,1	85	39	0.01653729	0.1977143	1.0,0.796,0.654	1.0,1.0,0.947	-0.166	SE	NA	NA	NA	NA	48924717	48924839	48961611	48961679	NA	NA	NA	48945135	48945181
ENSG00000135976.21	ANKRD36	chr2	+	NA	NA	NA	NA	NA	NA	87145	4,1,5	34,9,26	10,5,15	24,7,28	68	39	0.002833732	0.1739139	0.063,0.06,0.099	0.193,0.291,0.235	-0.166	SE	NA	NA	NA	NA	97207810	97207839	97209799	97209872	NA	NA	NA	97209680	97209709
ENSG00000196756.15	SNHG17	chr20	-	38425934	38426503	38426418	38426503	38422091	38422241	420	323,251,238	44,66,58	278,242,245	21,37,39	523	39	0.007006270932	0.1672409906	0.354,0.221,0.234	0.497,0.328,0.319	-0.112	A5SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000215267.10	AKR1C7P	chr10	-	NA	NA	NA	NA	NA	NA	117243	0,0,1	8,3,3	2,3,4	1,4,12	153	39	0.01339941	0.1839259	0.0,0.0,0.078	0.338,0.16,0.078	-0.166	SE	NA	NA	NA	NA	5277127	5277294	5282775	5282898	NA	NA	NA	5278077	5278191
ENSG00000184988.8	TMEM106A	chr17	+	NA	NA	NA	NA	NA	NA	14417	106,59,57	13,10,8	102,111,183	10,6,9	180	39	0.01562571	0.1927087	0.639,0.561,0.607	0.688,0.8,0.815	-0.165	SE	NA	NA	NA	NA	43215787	43215941	43216696	43216740	NA	NA	NA	43216448	43216589
ENSG00000012048.24	BRCA1	chr17	-	43106455	43106533	43106477	43106533	43104867	43104956	1203	108,113,121	25,3,9	81,106,137	1,2,2	61	39	0.0072302548	0.1672409906	0.734,0.96,0.896	0.981,0.971,0.978	-0.113	A5SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000117226.12	GBP3	chr1	-	89013184	89014279	89014082	89014279	89008946	89009140	10128	146,210,241,056	14,16,19	131,114,591,724	7,8,17	937	39	0.01278761454	0.1878415953	0.813,0.727,0.698	0.886,0.884,0.808	-0.113	A5SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000184014.9	DENND5A	chr11	-	NA	NA	NA	NA	NA	NA	8542	741,460,488	0,0,0	539,549,641	2,2,2	1955	39	1.12E-05	0.03837401739	1.0,1.0,1.0	0.843,0.846,0.865	0.149	RI	NA	NA	NA	NA	9144096	9145113	9147029	9147151	NA	9144096	9147151	NA	NA
ENSG00000119397.19	CNTRL	chr9	+	NA	NA	NA	NA	NA	NA	31130	108,49,67	17,28,33	93,81,85	10,19,17	210	39	0.007259103	0.1739139	0.541,0.245,0.274	0.633,0.442,0.481	-0.165	SE	NA	NA	NA	NA	121075004	121075067	121088295	121088543	NA	NA	NA	121080307	121080478
ENSG00000134882.16	UBAC2	chr13	+	NA	NA	NA	NA	NA	NA	63479	49,29,37	0,4,1	32,48,36	0,0,0	178	39	0.01554522	0.1923992	1.0,0.614,0.89	1.0,1.0,1.0	-0.165	SE	NA	NA	NA	NA	99200915	99201184	99238426	99238554	NA	NA	NA	99201428	99201567
ENSG00000231887.9	PRH1	chr12	-	NA	NA	NA	NA	NA	NA	127440	72,53,40	8,7,0	40,41,46	0,0,0	106	39	0.006475863	0.1739139	0.768,0.736,1.0	1.0,1.0,1.0	-0.165	SE	NA	NA	NA	NA	10883060	10883096	11047019	11047041	NA	NA	NA	10973654	10973721
ENSG00000008300.17	CELSR3	chr3	-	NA	NA	NA	NA	NA	NA	81335	61,17,37	5,0,3	19,15,35	0,0,0	156	39	0.01158191	0.1786074	0.753,1.0,0.755	1.0,1.0,1.0	-0.164	SE	NA	NA	NA	NA	48651876	48652048	48653001	48653187	NA	NA	NA	48652436	48652553
ENSG00000101966.14	XIAP	chrX	+	NA	NA	NA	NA	NA	NA	8166	265,163,199	61,45,20	237,212,283	24,14,32	166	39	0.009549172478	0.1749371053	0.505,0.46,0.7	0.699,0.781,0.675	-0.163	SE	NA	NA	NA	NA	123859826	123859905	123885630	123886539	NA	NA	NA	123860166	123860293
ENSG00000160796.18	NBEAL2	chr3	+	NA	NA	NA	NA	NA	NA	45001	236,187,156	11,13,12	203,219,229	1,3,2	149	39	0.003108343	0.1739139	0.849,0.79,0.773	0.982,0.95,0.968	-0.163	SE	NA	NA	NA	NA	47006332	47006449	47007524	47007697	NA	NA	NA	47007240	47007350
ENSG00000245937.10	SLC12A2-DT	chr5	-	128082734	128083097	128082969	128083097	128061143	128061244	9916	421,289,335	49,38,43	240,228,344	22,19,21	274	39	0.01493033245	0.1956638892	0.55,0.52,0.526	0.608,0.631,0.7	-0.114	A5SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000134825.16	TMEM258	chr11	-	61790374	61790602	61790422	61790602	61789784	61789990	8995	75,93,40	31,26,18	57,101,108	13,22,26	87	39	0.01555879054	0.1961047747	0.52,0.616,0.499	0.663,0.673,0.651	-0.117	A5SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000196305.19	IARS1	chr9	-	92253361	92256800	92256679	92256800	92251807	92251885	9113	426,533,203,108	1,15,2	310,634,723,752	0,0,0	3357	39	0.006739746146	0.1672409906	0.98,0.72,0.948	1.0,1.0,1.0	-0.117	A5SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000125875.15	TBC1D20	chr20	-	NA	NA	NA	NA	NA	NA	8566	526,476,352	0,0,0	436,595,455	0,5,1	2331	39	0.005680095379	0.1407421133	1.0,1.0,1.0	1.0,0.666,0.884	0.15	RI	NA	NA	NA	NA	439107	439295	441587	442043	NA	439107	442043	NA	NA
ENSG00000122085.17	MTERF4	chr2	-	NA	NA	NA	NA	NA	NA	93708	138,88,98	6,5,3	68,111,128	0,0,1	192	39	0.01106018	0.1775853	0.824,0.781,0.869	1.0,1.0,0.963	-0.163	SE	NA	NA	NA	NA	241089979	241090044	241097242	241097427	NA	NA	NA	241094276	241094429
ENSG00000171045.16	TSNARE1	chr8	-	NA	NA	NA	NA	NA	NA	111563	91,62,58	8,3,0	75,56,66	0,0,0	189	39	0.007390673	0.1739139	0.701,0.81,1.0	1.0,1.0,1.0	-0.163	SE	NA	NA	NA	NA	142343965	142344472	142403103	142403182	NA	NA	NA	142345742	142345892
ENSG00000042088.14	TDP1	chr14	+	NA	NA	NA	NA	NA	NA	24557	233,163,128	14,6,5	165,242,200	2,4,1	262	39	0.007470664	0.1739139	0.712,0.802,0.792	0.925,0.9,0.968	-0.162	SE	NA	NA	NA	NA	89956036	89956278	89966146	89966190	NA	NA	NA	89956577	89956800
ENSG00000120318.16	ARAP3	chr5	-	NA	NA	NA	NA	NA	NA	39847	126,142,134	12,8,0	181,223,239	0,0,0	168	39	0.005047306	0.1739139	0.709,0.805,1.0	1.0,1.0,1.0	-0.162	SE	NA	NA	NA	NA	141656503	141656637	141658364	141658479	NA	NA	NA	141656717	141656846
ENSG00000138411.13	HECW2	chr2	-	NA	NA	NA	NA	NA	NA	53247	79,49,40	2,6,0	51,60,73	0,0,0	192	39	0.009091171	0.1742969	0.889,0.624,1.0	1.0,1.0,1.0	-0.162	SE	NA	NA	NA	NA	196225771	196225870	196240448	196240562	NA	NA	NA	196228101	196228254
ENSG00000166986.15	MARS1	chr12	+	NA	NA	NA	NA	NA	NA	9734	72,146,110	0,1,4	62,115,79	3,6,11	125	39	0.007148944285	0.1521735653	1.0,0.979,0.896	0.866,0.857,0.691	0.154	RI	NA	NA	NA	NA	57515919	57516158	57516244	57516337	NA	57515919	57516337	NA	NA
ENSG00000122512.17	PMS2	chr7	-	NA	NA	NA	NA	NA	NA	98914	464,326,272	0,1,3	342,440,497	0,0,0	1929	39	0.01418192	0.1867716	1.0,0.868,0.647	1.0,1.0,1.0	-0.162	SE	NA	NA	NA	NA	5991972	5992057	5999107	5999275	NA	NA	NA	5995533	5997423
ENSG00000119397.19	CNTRL	chr9	+	NA	NA	NA	NA	NA	NA	31129	125,64,94	17,28,33	121,102,96	10,19,17	212	39	0.007366614	0.1739139	0.575,0.296,0.344	0.69,0.497,0.51	-0.161	SE	NA	NA	NA	NA	121074659	121075067	121088295	121088543	NA	NA	NA	121080305	121080478
ENSG00000165392.11	WRN	chr8	+	NA	NA	NA	NA	NA	NA	108198	102,96,69	4,3,7	80,98,80	0,0,1	154	39	0.01174411	0.1793175	0.866,0.89,0.714	1.0,1.0,0.953	-0.161	SE	NA	NA	NA	NA	31033787	31033973	31080866	31081296	NA	NA	NA	31076172	31076287
ENSG00000108342.13	CSF3	chr17	+	40015690	40015854	40015690	40015845	40016232	40016340	1237	0,0,0	12,3,3	11,7,7	37,53,82	48	39	0.000162458937	0.04327364553	0.0,0.0,0.0	0.195,0.097,0.065	-0.119	A5SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000258653.3	ENSG00000258653	chr14	+	NA	NA	NA	NA	NA	NA	118371	33,57,55	9,5,2	51,62,80	0,0,1	66	39	0.007558897	0.1739139	0.684,0.871,0.942	1.0,1.0,0.979	-0.161	SE	NA	NA	NA	NA	73882398	73882438	73892026	73892208	NA	NA	NA	73884100	73884127
ENSG00000183172.9	SMDT1	chr22	+	NA	NA	NA	NA	NA	NA	11524	64,81,54	7,0,2	31,38,84	0,0,0	180	39	0.01298502	0.1824929	0.665,1.0,0.854	1.0,1.0,1.0	-0.16	SE	NA	NA	NA	NA	42079690	42079905	42083118	42083353	NA	NA	NA	42081924	42082065
ENSG00000221829.11	FANCG	chr9	-	NA	NA	NA	NA	NA	NA	3217	208,191,180	0,0,0	144,206,248	4,0,2	716	39	0.007807215111	0.1524005325	1.0,1.0,1.0	0.662,1.0,0.871	0.156	RI	NA	NA	NA	NA	35075464	35075754	35076431	35076583	NA	35075464	35076583	NA	NA
ENSG00000141560.15	FN3KRP	chr17	+	NA	NA	NA	NA	NA	NA	12049	119,142,92	18,13,8	93,89,134	3,4,6	153	39	0.006815187	0.1739139	0.628,0.736,0.746	0.888,0.85,0.851	-0.16	SE	NA	NA	NA	NA	82718905	82719057	82722803	82722886	NA	NA	NA	82720249	82720363
ENSG00000055609.21	KMT2C	chr7	-	NA	NA	NA	NA	NA	NA	75115	55,46,63	9,9,12	100,48,97	8,5,7	133	39	0.009062875	0.1742593	0.642,0.6,0.606	0.786,0.738,0.803	-0.16	SE	NA	NA	NA	NA	152156204	152156346	152158862	152159072	NA	NA	NA	152157760	152157854
ENSG00000110080.20	ST3GAL4	chr11	+	126406472	126406693	126406472	126406545	126406942	126407023	10281	152,110,81	82,97,69	129,226,160	43,85,84	187	39	0.004832806231	0.1672409906	0.279,0.191,0.197	0.385,0.357,0.284	-0.12	A5SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000169764.16	UGP2	chr2	+	63857549	63857718	63857549	63857716	63857828	63857936	7159	39,28,19	10,6,3	30,24,34	2,2,1	41	39	0.01290272896	0.1880835783	0.788,0.816,0.858	0.935,0.919,0.97	-0.121	A5SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000115525.18	ST3GAL5	chr2	-	NA	NA	NA	NA	NA	NA	NA	7,2,0	21,16,6	0,0,0	13,33,24	153	271	0.005290544199	0.1984371989	0.371,0.181,0.0	0.0,0.0,0.0	0.184	MXE	85852859	85853091	85858133	85858247	85847860	85848204	85861180	85861292	14996	NA	NA	NA	NA
ENSG00000255717.9	SNHG1	chr11	-	NA	NA	NA	NA	NA	NA	NA	16,8,6	0,0,0	6,10,5	0,1,2	123	72	0.007183140558	0.1997465624	1.0,1.0,1.0	1.0,0.854,0.594	0.184	MXE	62854518	62854551	62855132	62855216	62853551	62853590	62855864	62855885	16767	NA	NA	NA	NA
ENSG00000187908.20	DMBT1	chr10	+	NA	NA	NA	NA	NA	NA	121890	16,13,20	6,0,1	21,11,13	0,0,0	69	39	0.01490881	0.1899987	0.601,1.0,0.919	1.0,1.0,1.0	-0.16	SE	NA	NA	NA	NA	122586059	122586383	122591478	122591517	NA	NA	NA	122590664	122590694
ENSG00000172766.19	NAA16	chr13	+	NA	NA	NA	NA	NA	NA	135120	62,65,69	8,0,1	47,68,82	0,0,0	209	39	0.01343016	0.1839259	0.591,1.0,0.928	1.0,1.0,1.0	-0.16	SE	NA	NA	NA	NA	41336649	41336756	41358809	41358962	NA	NA	NA	41358303	41358473
ENSG00000259687.4	LINC01220	chr14	+	NA	NA	NA	NA	NA	NA	2089	130,96,112	0,0,0	32,55,35	4,0,1	174	39	0.01362914616	0.1740810091	1.0,1.0,1.0	0.642,1.0,0.887	0.157	RI	NA	NA	NA	NA	75294445	75294541	75294676	75294737	NA	75294445	75294737	NA	NA
ENSG00000100578.18	KIAA0586	chr14	+	NA	NA	NA	NA	NA	NA	67025	45,32,25	4,2,0	16,44,35	0,0,0	162	39	0.00975691	0.1754526	0.73,0.794,1.0	1.0,1.0,1.0	-0.159	SE	NA	NA	NA	NA	58432387	58432457	58442291	58442405	NA	NA	NA	58441220	58441343
ENSG00000006756.16	ARSD	chrX	-	NA	NA	NA	NA	NA	NA	86945	138,88,97	0,5,11	149,184,204	0,0,3	174	39	0.01302722	0.1825343	1.0,0.798,0.664	1.0,1.0,0.938	-0.159	SE	NA	NA	NA	NA	2909816	2909979	2915555	2915692	NA	NA	NA	2910658	2910793
ENSG00000111832.13	RWDD1	chr6	+	NA	NA	NA	NA	NA	NA	36856	134,91,103	17,11,7	107,112,165	5,5,4	153	39	0.00775992	0.1739139	0.668,0.678,0.79	0.845,0.851,0.913	-0.158	SE	NA	NA	NA	NA	116572857	116572985	116580294	116580360	NA	NA	NA	116574057	116574171
ENSG00000183111.12	ARHGEF37	chr5	+	NA	NA	NA	NA	NA	NA	81583	93,71,54	4,1,2	66,83,107	0,0,0	239	39	0.007025551	0.1739139	0.791,0.921,0.815	1.0,1.0,1.0	-0.158	SE	NA	NA	NA	NA	149609547	149609695	149618175	149618306	NA	NA	NA	149616566	149616766
ENSG00000169126.16	ODAD2	chr10	-	NA	NA	NA	NA	NA	NA	118241	73,73,44	4,0,3	64,60,99	0,0,0	197	39	0.008020295	0.1739139	0.783,1.0,0.744	1.0,1.0,1.0	-0.158	SE	NA	NA	NA	NA	27984183	27984290	27994918	27995180	NA	NA	NA	27987385	27987543
ENSG00000164136.17	IL15	chr4	+	NA	NA	NA	NA	NA	NA	42557	108,93,68	2,0,6	78,120,113	0,0,0	253	39	0.009435786	0.1748296	0.893,1.0,0.636	1.0,1.0,1.0	-0.157	SE	NA	NA	NA	NA	141656185	141656307	141719377	141719476	NA	NA	NA	141688821	141689035
ENSG00000160305.18	DIP2A	chr21	+	NA	NA	NA	NA	NA	NA	45262	382,253,246	40,34,33	247,307,330	9,16,26	168	39	0.01235217	0.1807187	0.689,0.633,0.634	0.864,0.817,0.747	-0.157	SE	NA	NA	NA	NA	46498581	46498833	46509256	46509376	NA	NA	NA	46504360	46504489
ENSG00000138326.21	RPS24	chr10	+	NA	NA	NA	NA	NA	NA	119989	71,54,86	28,5,8	49,37,40	3,2,0	61	39	0.01527435	0.19139	0.618,0.873,0.873	0.913,0.922,1.0	-0.157	SE	NA	NA	NA	NA	78037438	78037441	78040614	78040696	NA	NA	NA	78040203	78040225
ENSG00000284770.2	TBCE	chr1	+	NA	NA	NA	NA	NA	NA	NA	242,251,162	15,21,18	164,214,276	46,65,61	124	76	0.0004056863801	0.1984371989	0.908,0.88,0.847	0.686,0.669,0.735	0.182	MXE	235401502	235401587	235414432	235414469	235380018	235380149	235419472	235419561	10709	NA	NA	NA	NA
ENSG00000177565.19	TBL1XR1	chr3	-	NA	NA	NA	NA	NA	NA	39434	44,32,31	3,4,0	27,33,42	0,0,0	126	39	0.008547333	0.1739139	0.819,0.712,1.0	1.0,1.0,1.0	-0.156	SE	NA	NA	NA	NA	177053772	177053918	177197120	177197163	NA	NA	NA	177131362	177131449
ENSG00000115756.13	HPCAL1	chr2	+	NA	NA	NA	NA	NA	NA	47232	136,103,70	20,27,15	82,139,128	9,14,14	315	39	0.007348757	0.1739139	0.457,0.321,0.366	0.53,0.551,0.531	-0.156	SE	NA	NA	NA	NA	10422982	10425981	10426723	10427352	NA	NA	NA	10426219	10426495
ENSG00000104763.20	ASAH1	chr8	-	18083980	18084980	18084675	18084980	18075540	18075587	8546	978,753,597	35,18,28	665,672,895	11,15,18	734	39	0.008964428669	0.1672409906	0.598,0.69,0.531	0.763,0.704,0.725	-0.124	A5SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000224843.8	LINC00240	chr6	+	NA	NA	NA	NA	NA	NA	5067	43,22,42	11,6,6	22,27,31	18,15,11	406	39	0.0130684052	0.1709273283	0.273,0.26,0.402	0.105,0.147,0.213	0.157	RI	NA	NA	NA	NA	27023253	27023397	27023764	27023925	NA	27023253	27023925	NA	NA
