gene_symbol	ensembl_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	n_transcripts	n_differential_transcripts	n_overexpressed_transcripts	n_underexpressed_transcripts	n_exons	n_differential_exons	n_overexpressed_exons	n_underexpressed_exons	n_events	n_differential_events	n_overexpressed_events	n_underexpressed_events	Ediciones
GPD1L	ENSG00000152642.11	1884.987169	0.3475562684	0.07728496974	4.497074523	6.89E-06	0.0002158312333	7	0	0	0	14	0	0	0	5	0	0	0	0
GPR107	ENSG00000148358.20	9605.67314	-0.2010920964	0.06301100604	-3.191380507	0.001415946673	0.02203416624	8	0	0	0	34	0	0	0	32	0	0	0	0
GPR156	ENSG00000175697.11	234.0170653	-0.6755443549	0.1713505993	-3.942468586	8.06E-05	0.001943450979	4	0	0	0	14	0	0	0	3	0	0	0	0
GPR157	ENSG00000180758.12	3267.166205	-0.4514833467	0.07140460926	-6.322887995	2.57E-10	1.71E-08	3	0	0	0	7	0	0	0	1	0	0	0	25
GPR158	ENSG00000151025.11	28.07239635	-1.748065836	0.5136235789	-3.403398729	0.000665530798	0.01167695119	4	0	0	0	0	0	0	0	0	0	0	0	0
GPR176	ENSG00000166073.11	3079.923088	-0.2687906284	0.07213928168	-3.725995355	0.0001945459866	0.004191805787	5	0	0	0	10	0	0	0	7	0	0	0	0
GPR6	ENSG00000146360.9	29.99234424	-1.583204931	0.4484866847	-3.53010465	0.0004153953245	0.007973139905	2	0	0	0	0	0	0	0	0	0	0	0	0
GPR68	ENSG00000119714.11	3926.968293	-0.5750746072	0.06762947661	-8.503312993	1.84E-17	2.33E-15	5	0	0	0	9	0	0	0	1	0	0	0	0
GPRC5A	ENSG00000013588.9	23634.61193	0.2498374407	0.07376971635	3.386720907	0.0007073330482	0.01231496618	6	0	0	0	16	0	0	0	1	0	0	0	0
GPRC5B	ENSG00000167191.12	562.5962827	-0.601208249	0.1180412567	-5.09320441	3.52E-07	1.44E-05	11	0	0	0	18	0	0	0	1	0	0	0	0
GPRIN2	ENSG00000204175.6	869.5346152	0.5256150777	0.1136419783	4.625184158	3.74E-06	0.0001232488587	2	0	0	0	4	0	0	0	0	0	0	0	4
GRIN2B	ENSG00000273079.7	102.4833334	-2.05532335	0.2993199623	-6.866643086	6.57E-12	5.34E-10	10	0	0	0	0	0	0	0	0	0	0	0	0
GRK6	ENSG00000198055.11	3674.606595	0.2348162778	0.07089032164	3.312388383	0.0009250302969	0.01542300164	11	0	0	0	34	1	1	0	7	0	0	0	1
GRM1	ENSG00000152822.15	80.74938384	-1.447482723	0.3052755182	-4.741561759	2.12E-06	7.29E-05	11	0	0	0	0	0	0	0	0	0	0	0	0
GRM4	ENSG00000124493.14	326.7209451	-2.126645535	0.1725990276	-12.32130658	6.96E-35	1.80E-32	14	1	0	1	0	0	0	0	0	0	0	0	0
GSDMA	ENSG00000167914.12	4.01565904	-5.425152705	1.670850041	-3.246941719	0.001166522748	0.01888085663	3	1	0	1	0	0	0	0	0	0	0	0	0
GSG1L	ENSG00000169181.13	10.43937198	-2.668565735	0.910173171	-2.931931878	0.003368606284	0.0438268563	5	0	0	0	0	0	0	0	0	0	0	0	0
GTSE1	ENSG00000075218.19	2864.697907	0.2185239177	0.0698133306	3.130117355	0.001747364812	0.02613254322	4	0	0	0	18	0	0	0	6	0	0	0	0
GUCY2C	ENSG00000070019.5	6.050448796	-5.018616159	1.512989106	-3.317020684	0.000909828806	0.01522284894	2	0	0	0	3	0	0	0	0	0	0	0	0
GUCY2D	ENSG00000132518.7	61.96536549	-1.756077987	0.3269932595	-5.370379772	7.86E-08	3.61E-06	2	0	0	0	0	0	0	0	0	0	0	0	0
H1-10	ENSG00000184897.7	4465.841855	0.3779665603	0.09183899542	4.115534568	3.86E-05	0.001025308167	2	0	0	0	0	0	0	0	0	0	0	0	0
H1-2	ENSG00000187837.4	72812.04835	0.3150703192	0.08609509662	3.659561713	0.0002526469958	0.005239784253	1	0	0	0	0	0	0	0	0	0	0	0	0
H2AC11	ENSG00000196787.4	24952.63528	0.402300287	0.09223519668	4.361678638	1.29E-05	0.0003803203476	1	0	0	0	0	0	0	0	0	0	0	0	0
H2AC12	ENSG00000274997.2	18429.22554	0.4085595728	0.08082911569	5.054608965	4.31E-07	1.72E-05	1	0	0	0	0	0	0	0	0	0	0	0	0
H2AC13	ENSG00000196747.5	13323.15343	0.4450699419	0.1000104271	4.450235387	8.58E-06	0.0002631760419	1	0	0	0	0	0	0	0	0	0	0	0	0
H2AC14	ENSG00000276368.2	10026.85903	0.4166242133	0.08299177056	5.020066574	5.17E-07	2.02E-05	1	0	0	0	0	0	0	0	0	0	0	0	0
H2AC15	ENSG00000275221.2	3714.316067	0.3253055971	0.09387834852	3.465182357	0.0005298720547	0.009711873557	1	0	0	0	0	0	0	0	0	0	0	0	0
H2AC17	ENSG00000278677.2	12927.33131	0.419214796	0.09989570671	4.196524654	2.71E-05	0.0007400502585	1	0	0	0	0	0	0	0	0	0	0	0	0
H2AC20	ENSG00000184260.6	18757.26597	0.360562973	0.09122966263	3.952255906	7.74E-05	0.001875119419	1	0	0	0	0	0	0	0	0	0	0	0	0
H2AC21	ENSG00000184270.6	2453.577169	0.6156575816	0.1182496317	5.206422825	1.93E-07	8.23E-06	1	0	0	0	0	0	0	0	0	0	0	0	0
H2AC4	ENSG00000278463.2	11582.01065	0.4333457155	0.0789337731	5.489991147	4.02E-08	1.93E-06	1	0	0	0	0	0	0	0	0	0	0	0	0
H2AC6	ENSG00000180573.10	25283.88699	0.2810208895	0.07322039116	3.838014043	0.0001240333902	0.002820545355	3	0	0	0	7	1	0	1	0	0	0	0	0
H2AC7	ENSG00000196866.3	2736.394223	-2.310025697	0.132909402	-17.38045362	1.16E-67	6.58E-65	1	1	0	1	0	0	0	0	0	0	0	0	0
H2AX	ENSG00000188486.4	5401.440642	0.5160562756	0.1164130541	4.432976004	9.29E-06	0.0002822496622	2	0	0	0	4	0	0	0	0	0	0	0	0
H2BC13	ENSG00000185130.6	3781.701435	0.4624965867	0.09453045826	4.892566853	9.95E-07	3.64E-05	1	0	0	0	0	0	0	0	0	0	0	0	0
H2BC14	ENSG00000273703.2	944.9663804	0.7044741356	0.1248522882	5.642460747	1.68E-08	8.70E-07	1	0	0	0	0	0	0	0	0	0	0	0	0
H2BC15	ENSG00000233822.6	4824.611701	0.2896861386	0.09480647334	3.05555231	0.002246464118	0.03198927284	3	0	0	0	8	0	0	0	0	0	0	0	0
H2BC17	ENSG00000274641.2	13946.53222	0.3467985213	0.09703438526	3.573975559	0.000351601764	0.006947125642	1	0	0	0	0	0	0	0	0	0	0	0	0
H2BC18	ENSG00000203814.7	9312.491981	0.3523637563	0.1060497367	3.322627357	0.000891739537	0.01496224569	5	0	0	0	5	0	0	0	0	0	0	0	0
H2BC3	ENSG00000276410.4	12588.11387	0.3099279251	0.0976595307	3.17355534	0.001505841921	0.02311579001	1	0	0	0	0	0	0	0	0	0	0	0	0
H2BC5	ENSG00000158373.9	24526.93034	0.2707636706	0.08536638177	3.171783376	0.001515059736	0.02321239206	2	0	0	0	4	1	0	1	0	0	0	0	0
H2BC6	ENSG00000274290.3	1793.723197	0.4537983937	0.1060739575	4.278132016	1.88E-05	0.0005322942245	2	0	0	0	3	0	0	0	0	0	0	0	3
H3C1	ENSG00000275714.2	6940.440528	0.3998657851	0.08822953917	4.532107828	5.84E-06	0.0001851396258	1	0	0	0	0	0	0	0	0	0	0	0	0
H3C10	ENSG00000278828.2	16818.93454	0.4850734621	0.08773694238	5.528725402	3.23E-08	1.57E-06	2	0	0	0	2	0	0	0	0	0	0	0	0
H3C12	ENSG00000197153.5	3858.399184	0.6617802528	0.09605512651	6.889588061	5.60E-12	4.63E-10	2	0	0	0	4	0	0	0	0	0	0	0	0
H3C13	ENSG00000183598.4	5471.578022	0.7230029301	0.1031486371	7.009330907	2.39E-12	2.07E-10	1	0	0	0	0	0	0	0	0	0	0	0	0
H3C15	ENSG00000203852.4	34782.88261	0.4658596471	0.09538990863	4.883741412	1.04E-06	3.80E-05	1	0	0	0	0	0	0	0	0	0	0	0	0
H3C2	ENSG00000286522.2	35660.09287	0.4331308753	0.1017676636	4.256075655	2.08E-05	0.0005820652351	1	0	0	0	0	0	0	0	0	0	0	0	0
H3C3	ENSG00000287080.2	28336.05864	0.3706443671	0.09859012254	3.759447271	0.0001702891623	0.003719646481	1	0	0	0	0	0	0	0	0	0	0	0	0
H4C1	ENSG00000278637.2	4498.920563	0.5751030648	0.1043327851	5.512198916	3.54E-08	1.72E-06	1	0	0	0	0	0	0	0	0	0	0	0	0
H4C11	ENSG00000197238.5	11877.02792	0.4108144727	0.100170615	4.101147556	4.11E-05	0.001080356488	1	0	0	0	0	0	0	0	0	0	0	0	0
H4C2	ENSG00000278705.3	17089.18995	0.340607638	0.09218110072	3.694983412	0.0002199011435	0.004666333623	1	0	0	0	0	0	0	0	0	0	0	0	0
H4C3	ENSG00000197061.5	18838.31943	0.2629604965	0.09055594025	2.903845907	0.00368609532	0.04716077582	1	0	0	0	0	0	0	0	0	0	0	0	0
H4C8	ENSG00000158406.6	14361.25503	0.3623482573	0.08410518971	4.308274656	1.65E-05	0.0004742573864	3	0	0	0	6	3	0	3	0	0	0	0	2
HAGHL	ENSG00000103253.19	820.571272	0.4366459653	0.1120008291	3.898595831	9.68E-05	0.002269528062	20	0	0	0	47	0	0	0	20	0	0	0	0
HAP1	ENSG00000173805.16	8.693328868	-3.23526243	0.9783336701	-3.306911056	0.0009433083856	0.01569477942	7	0	0	0	0	0	0	0	0	0	0	0	0
HAPLN3	ENSG00000140511.12	530.1723248	-0.42748428	0.1216555591	-3.513890224	0.0004415952671	0.008397717023	5	0	0	0	11	0	0	0	2	0	0	0	0
HBEGF	ENSG00000113070.8	15074.91538	-0.501716296	0.07093333053	-7.073068363	1.52E-12	1.34E-10	3	0	0	0	10	0	0	0	7	0	0	0	0
HCFC1	ENSG00000172534.14	7141.787299	0.2546080999	0.08559442164	2.974587537	0.002933827348	0.03962081414	4	0	0	0	32	0	0	0	11	0	0	0	0
HCFC1R1	ENSG00000103145.11	2289.224889	0.2642574513	0.0781349062	3.382066533	0.0007194271788	0.01247548558	9	0	0	0	24	0	0	0	8	0	0	0	0
HDAC9	ENSG00000048052.25	5288.66746	-0.7198401163	0.0683465283	-10.53221186	6.14E-26	1.12E-23	36	1	1	0	50	0	0	0	22	1	1	0	0
HDC	ENSG00000140287.11	292.0172978	-2.078423378	0.1923212126	-10.80704177	3.19E-27	6.32E-25	7	1	0	1	0	0	0	0	0	0	0	0	0
HDGF	ENSG00000143321.19	10069.07037	-0.2054368748	0.07019985824	-2.926457117	0.003428467678	0.04447570707	10	0	0	0	29	0	0	0	7	1	0	1	0
HECA	ENSG00000112406.5	894.552225	0.3390834302	0.1064425089	3.185601633	0.001444533554	0.02236209322	1	0	0	0	4	0	0	0	0	0	0	0	1
HELLPAR	ENSG00000281344.1	453.0832808	-0.6444699642	0.1848055925	-3.487286047	0.0004879491642	0.009162130639	1	0	0	0	0	0	0	0	0	0	0	0	0
HES2	ENSG00000069812.11	360.5865738	0.4687590698	0.1437655775	3.260579326	0.001111848615	0.01810670567	6	0	0	0	12	0	0	0	4	0	0	0	0
HEY1	ENSG00000164683.19	69.61712348	-1.424960058	0.3187429825	-4.470561348	7.80E-06	0.0002418552979	14	0	0	0	0	0	0	0	3	0	0	0	0
HIVEP1	ENSG00000095951.17	2896.450795	-0.4467460848	0.1170395423	-3.817052563	0.000135055406	0.003039257242	9	0	0	0	22	0	0	0	5	0	0	0	0
HIVEP2	ENSG00000010818.11	5003.495563	-0.4521978364	0.1049321239	-4.309431845	1.64E-05	0.0004729279003	10	1	0	1	28	0	0	0	5	0	0	0	0
HK2-DT	ENSG00000272711.1	151.8566737	-0.6474948241	0.2015988798	-3.211797728	0.001319072123	0.02083993906	1	0	0	0	0	0	0	0	0	0	0	0	0
HKDC1	ENSG00000156510.13	2450.001607	-0.5183702478	0.07839794862	-6.612038414	3.79E-11	2.87E-09	3	0	0	0	22	0	0	0	7	0	0	0	2
HLA-B	ENSG00000234745.14	80564.52168	-0.3104199091	0.05245573763	-5.917749385	3.26E-09	1.90E-07	13	0	0	0	27	0	0	0	25	0	0	0	0
HLA-C	ENSG00000204525.18	29798.82695	-0.1734377288	0.05176821312	-3.350274586	0.0008073148771	0.01372954279	9	0	0	0	27	0	0	0	22	0	0	0	1
HLA-DMA	ENSG00000204257.15	1868.109839	-0.3439417096	0.09519531545	-3.613010871	0.0003026620096	0.006127618865	9	0	0	0	18	0	0	0	19	0	0	0	0
HLA-DMB	ENSG00000242574.9	1422.567016	-0.3003030723	0.09700050575	-3.09589182	0.001962219359	0.02883856835	6	0	0	0	15	0	0	0	4	0	0	0	0
HLA-DPA1	ENSG00000231389.8	1656.181264	-0.2663949285	0.09246898821	-2.880911034	0.003965275489	0.04997842463	8	0	0	0	18	0	0	0	2	0	0	0	0
HLA-DPB1	ENSG00000223865.11	757.9037208	-0.3505516498	0.1185981793	-2.955792845	0.003118664777	0.04143542951	8	0	0	0	11	0	0	0	0	0	0	0	0
HLA-E	ENSG00000204592.9	27128.64816	-0.192624432	0.05613519939	-3.431437566	0.0006003913134	0.01075599457	3	0	0	0	14	0	0	0	4	0	0	0	0
HLA-F	ENSG00000204642.14	1330.74293	-0.5097577155	0.103785918	-4.911626987	9.03E-07	3.33E-05	15	0	0	0	34	0	0	0	11	2	0	2	1
HMGN2	ENSG00000198830.11	21945.08351	0.38152826	0.05723692626	6.665771293	2.63E-11	2.01E-09	10	0	0	0	32	0	0	0	19	0	0	0	0
HNMT	ENSG00000150540.14	3076.097406	-0.2911154726	0.07312866451	-3.980866799	6.87E-05	0.001694125579	8	0	0	0	19	0	0	0	3	0	0	0	0
HOOK1	ENSG00000134709.13	28.54532652	-1.551207901	0.516775866	-3.001703451	0.002684735708	0.0370341092	10	1	0	1	0	0	0	0	1	0	0	0	0
HPCAL1	ENSG00000115756.13	9049.55259	0.3461172827	0.07064074159	4.899683594	9.60E-07	3.52E-05	8	0	0	0	20	1	1	0	16	1	1	0	0
HR	ENSG00000168453.16	42.28361978	1.263222224	0.3713472761	3.401727453	0.0006696138094	0.01173993755	9	0	0	0	0	0	0	0	0	0	0	0	0
HRH1	ENSG00000196639.7	9071.493656	-0.2309909238	0.05970491684	-3.868876065	0.0001093381973	0.002520070804	4	0	0	0	8	0	0	0	1	0	0	0	0
HRH2	ENSG00000113749.8	21.59776404	-1.836786467	0.5380130607	-3.414018359	0.0006401226207	0.01131453562	3	0	0	0	0	0	0	0	0	0	0	0	0
HS6ST1	ENSG00000136720.7	4173.041231	0.2835830473	0.06384722362	4.441587765	8.93E-06	0.0002725749278	4	0	0	0	6	0	0	0	0	0	0	0	0
HSD17B2	ENSG00000086696.11	27.33947017	-1.571017295	0.5069126017	-3.099187689	0.001940520459	0.0285372771	6	0	0	0	0	0	0	0	1	0	0	0	0
HSD17B8	ENSG00000204228.4	306.1243625	0.4498873188	0.1429498733	3.147168363	0.001648600039	0.02492159894	2	0	0	0	11	0	0	0	8	0	0	0	0
HSPA5	ENSG00000044574.9	60657.61321	-0.3733323887	0.07589959361	-4.918766635	8.71E-07	3.22E-05	15	1	0	1	23	1	1	0	13	0	0	0	0
HSPA6	ENSG00000173110.8	87.26818057	0.9182611483	0.2790184305	3.291041192	0.0009981729571	0.01651528835	1	0	0	0	0	0	0	0	0	0	0	0	0
HTR6	ENSG00000158748.4	89.55259869	-1.879837489	0.3119458621	-6.02616581	1.68E-09	1.02E-07	1	0	0	0	0	0	0	0	0	0	0	0	0
HTRA1	ENSG00000166033.13	10752.02717	0.321420722	0.06510066339	4.937287967	7.92E-07	2.97E-05	3	0	0	0	10	1	1	0	1	0	0	0	0
HYI	ENSG00000178922.18	6770.99189	0.2746336	0.08224399682	3.339254057	0.0008400369919	0.01421495433	12	0	0	0	36	2	2	0	12	0	0	0	0
HYOU1	ENSG00000149428.21	37625.50493	-0.1759604838	0.05150411232	-3.416435618	0.0006344666431	0.01125521319	29	0	0	0	76	0	0	0	41	0	0	0	1
ICAM1	ENSG00000090339.9	15973.58123	-2.403830536	0.06109021843	-39.34886137	0	1.00E-300	5	1	0	1	17	0	0	0	3	0	0	0	0
ICAM2	ENSG00000108622.11	1517.69824	-0.852690941	0.08816097173	-9.67197757	3.97E-22	6.42E-20	16	0	0	0	24	0	0	0	16	2	2	0	0
ICOSLG	ENSG00000160223.18	374.4019582	-1.453546102	0.1780107605	-8.165495712	3.20E-16	3.68E-14	17	1	0	1	0	0	0	0	6	2	0	2	0
ID1	ENSG00000125968.9	9822.548298	0.7366463958	0.08209908516	8.972650479	2.89E-19	4.31E-17	2	1	1	0	4	0	0	0	0	0	0	0	0
ID3	ENSG00000117318.9	2036.709697	0.5183653652	0.1189626488	4.357379149	1.32E-05	0.000386908405	3	0	0	0	7	0	0	0	1	0	0	0	0
IER2	ENSG00000160888.7	7026.359058	0.2568938717	0.07399097542	3.471962225	0.0005166690327	0.009547705736	3	0	0	0	6	0	0	0	0	0	0	0	0
IER3	ENSG00000137331.12	64083.77955	-0.9343061197	0.06010033225	-15.54577296	1.70E-54	7.23E-52	2	2	0	2	4	0	0	0	0	0	0	0	0
IER5	ENSG00000162783.11	7958.308105	0.258225942	0.05842098384	4.420088896	9.87E-06	0.0002977190437	1	0	0	0	0	0	0	0	0	0	0	0	0
IER5L	ENSG00000188483.8	2189.714791	0.5175411466	0.1210301135	4.276135348	1.90E-05	0.000535816997	1	0	0	0	0	0	0	0	0	0	0	0	0
IFI16	ENSG00000163565.20	7167.100635	-0.2024218927	0.06552272119	-3.089338919	0.00200602454	0.02935552444	13	0	0	0	28	0	0	0	10	0	0	0	0
IFI30	ENSG00000216490.4	5036.956996	-0.2471822562	0.0742063541	-3.331012004	0.0008653087101	0.01459074722	3	0	0	0	10	0	0	0	2	0	0	0	0
IFIT1	ENSG00000185745.10	17093.3074	0.2125391198	0.07262674866	2.926457864	0.003428459445	0.04447570707	2	0	0	0	4	0	0	0	1	0	0	0	0
IFNAR1	ENSG00000142166.15	5857.26478	-0.3334969877	0.08544189312	-3.903202229	9.49E-05	0.002235557271	29	0	0	0	41	0	0	0	33	0	0	0	12
IFNGR1	ENSG00000027697.16	5374.774813	-0.5162528685	0.06095710444	-8.469117312	2.47E-17	3.05E-15	19	1	0	1	20	0	0	0	14	0	0	0	0
IFNGR2	ENSG00000159128.16	7085.40792	-0.4063236227	0.07212887071	-5.633300767	1.77E-08	9.15E-07	7	0	0	0	19	1	1	0	18	0	0	0	0
IFNL3	ENSG00000197110.10	22.93586016	-1.792837233	0.5192710207	-3.452604058	0.0005552032891	0.01009071382	2	0	0	0	0	0	0	0	0	0	0	0	0
IFRD1	ENSG00000006652.15	11126.63665	-0.1707406223	0.05847715083	-2.919783537	0.003502745929	0.0452015598	22	0	0	0	46	0	0	0	17	0	0	0	0
IGFBP1	ENSG00000146678.10	1346.234501	0.537338179	0.09023988264	5.954553167	2.61E-09	1.54E-07	3	0	0	0	9	0	0	0	1	0	0	0	0
IGFBP7	ENSG00000163453.11	38174.2662	0.205826237	0.06349107925	3.241813486	0.001187717263	0.01918477633	3	0	0	0	6	0	0	0	7	0	0	0	0
IGFLR1	ENSG00000126246.10	177.5120752	0.672700654	0.1909927074	3.522127432	0.0004280983073	0.008180250882	11	0	0	0	19	0	0	0	7	1	0	1	0
IGSF11-AS1	ENSG00000239877.3	17.3305071	-7.533302111	1.332761404	-5.652401163	1.58E-08	8.24E-07	2	1	0	1	0	0	0	0	0	0	0	0	0
IKBKE	ENSG00000263528.8	4933.323373	-0.8155024431	0.07079026678	-11.5199798	1.05E-30	2.40E-28	6	1	0	1	30	0	0	0	12	0	0	0	0
IL17D	ENSG00000172458.5	58.97776676	-1.01825882	0.3185284151	-3.19675976	0.001389806263	0.02171253105	4	0	0	0	2	0	0	0	0	0	0	0	0
IL17RE	ENSG00000163701.19	688.3332967	-0.5830637196	0.1197809861	-4.867748533	1.13E-06	4.09E-05	11	1	0	1	25	0	0	0	21	0	0	0	0
IL1A	ENSG00000115008.6	208.3931597	-3.173952138	0.2112059667	-15.02775792	4.83E-51	1.86E-48	1	1	0	1	7	0	0	0	0	0	0	0	0
IL1B	ENSG00000125538.12	54.06062895	-2.203458049	0.3737209306	-5.895998509	3.72E-09	2.14E-07	8	0	0	0	11	0	0	0	2	1	0	1	0
IL1R1	ENSG00000115594.12	3330.53631	-0.4226769087	0.0799942095	-5.28384381	1.27E-07	5.60E-06	13	0	0	0	29	0	0	0	19	1	0	1	0
IL1RAP	ENSG00000196083.11	4789.313234	-0.2460157943	0.06954937397	-3.537282656	0.0004042667649	0.007781073084	17	0	0	0	26	0	0	0	10	0	0	0	0
IL1RL1	ENSG00000115602.17	24.17524217	-1.604101901	0.539654366	-2.972461638	0.00295422125	0.03987361323	9	0	0	0	0	0	0	0	0	0	0	0	0
IL23A	ENSG00000110944.9	65.88608163	-1.653872248	0.3280460308	-5.041585915	4.62E-07	1.82E-05	3	0	0	0	8	0	0	0	0	0	0	0	0
IL27RA	ENSG00000104998.4	1780.243686	-0.6097338198	0.07628234354	-7.993118611	1.32E-15	1.47E-13	1	0	0	0	14	0	0	0	3	0	0	0	0
IL31RA	ENSG00000164509.16	3349.909863	-0.3143115783	0.07567102774	-4.153658114	3.27E-05	0.0008810388046	13	0	0	0	34	0	0	0	28	0	0	0	0
IL32	ENSG00000008517.19	1171.23655	-1.184365482	0.09720645227	-12.18402127	3.78E-34	9.38E-32	35	0	0	0	61	2	0	2	30	0	0	0	0
IL4I1	ENSG00000104951.16	48.41448513	-1.803496957	0.4053881977	-4.44881466	8.63E-06	0.0002645778819	8	0	0	0	7	1	0	1	3	0	0	0	0
IL4R	ENSG00000077238.14	4484.425382	-0.2858305622	0.06425264686	-4.44854144	8.65E-06	0.0002645778819	19	0	0	0	42	0	0	0	27	0	0	0	0
IL6	ENSG00000136244.12	13734.41234	-1.44387116	0.07739744077	-18.65528299	1.14E-77	8.25E-75	9	5	0	5	22	5	5	0	4	2	2	0	0
IL6ST-DT	ENSG00000227908.5	120.3130307	-1.299389563	0.2354383458	-5.519022647	3.41E-08	1.66E-06	2	0	0	0	3	0	0	0	0	0	0	0	0
IL7R	ENSG00000168685.15	4400.664585	-0.5516324863	0.0646247373	-8.535933907	1.39E-17	1.78E-15	10	0	0	0	17	0	0	0	7	0	0	0	0
ILK	ENSG00000166333.14	21553.94729	-0.2365461968	0.06652329212	-3.555840206	0.0003767730395	0.007346919981	16	0	0	0	45	0	0	0	15	0	0	0	0
INCENP	ENSG00000149503.13	6068.202787	0.3058665073	0.06707362523	4.560160662	5.11E-06	0.0001633537046	6	0	0	0	29	0	0	0	9	0	0	0	0
INHBA	ENSG00000122641.11	261.0473252	-0.5595496264	0.1725961231	-3.241959417	0.001187109258	0.01918477633	5	0	0	0	3	0	0	0	1	0	0	0	0
INHBB	ENSG00000163083.6	1611.552973	0.5029739861	0.07694339063	6.536935557	6.28E-11	4.54E-09	1	0	0	0	2	0	0	0	0	0	0	0	0
INSIG1	ENSG00000186480.13	9535.177191	0.3872568039	0.07458042802	5.192472263	2.08E-07	8.84E-06	6	0	0	0	19	0	0	0	3	0	0	0	0
IRAK2	ENSG00000134070.5	2399.678205	-1.174684669	0.07628791539	-15.39804388	1.69E-53	6.92E-51	1	1	0	1	13	0	0	0	10	0	0	0	0
IRF1	ENSG00000125347.15	10065.72258	-0.4590009897	0.06683652165	-6.867517614	6.53E-12	5.33E-10	50	0	0	0	74	0	0	0	43	1	0	1	3
IRF2	ENSG00000168310.12	2414.986075	-0.3996008381	0.07484332243	-5.339164873	9.34E-08	4.23E-06	23	0	0	0	24	0	0	0	36	1	0	1	0
IRF2BP2	ENSG00000168264.11	10356.04162	0.2011401777	0.05822895387	3.454298324	0.0005517266971	0.01003518788	3	0	0	0	6	0	0	0	0	0	0	0	0
IRF6	ENSG00000117595.13	97.14647323	-1.542086651	0.2741195533	-5.625598878	1.85E-08	9.52E-07	6	0	0	0	0	0	0	0	0	0	0	0	0
IRGC	ENSG00000124449.7	7.846330133	-5.39616613	1.437755752	-3.753186954	0.0001746005378	0.003796405665	2	1	0	1	0	0	0	0	0	0	0	0	0
IRGQ	ENSG00000167378.10	6176.400858	-0.3703656601	0.07216042272	-5.132531742	2.86E-07	1.19E-05	3	0	0	0	9	0	0	0	0	0	0	0	0
IRS2	ENSG00000185950.9	2454.217737	0.3010194956	0.1014370467	2.967549878	0.003001835739	0.04042460809	1	0	0	0	2	0	0	0	0	0	0	0	0
IRX3	ENSG00000177508.12	615.7009605	0.6782333012	0.1221515662	5.552391364	2.82E-08	1.40E-06	3	0	0	0	9	0	0	0	1	0	0	0	0
ISM1	ENSG00000101230.6	413.9776752	-0.5831402385	0.1276481313	-4.568341367	4.92E-06	0.0001579551782	1	0	0	0	6	0	0	0	4	0	0	0	0
ISM2	ENSG00000100593.18	133.1204573	-1.836432393	0.2562423359	-7.166779787	7.68E-13	7.03E-11	8	0	0	0	0	0	0	0	1	0	0	0	0
ITGA1	ENSG00000213949.10	2106.783761	-0.2971093725	0.09366445901	-3.172060947	0.001513612381	0.0232051495	8	0	0	0	37	0	0	0	2	0	0	0	3
ITGA4	ENSG00000115232.14	13.29949045	-6.172364978	1.343913323	-4.592829667	4.37E-06	0.0001414552094	11	1	0	1	0	0	0	0	0	0	0	0	0
ITGA5	ENSG00000161638.11	33449.61011	-0.3623994623	0.0561720597	-6.451596473	1.11E-10	7.77E-09	13	0	0	0	59	0	0	0	42	0	0	0	0
ITGAL	ENSG00000005844.19	25.60772051	-5.181035599	0.8853039148	-5.852267806	4.85E-09	2.74E-07	22	1	0	1	0	0	0	0	0	0	0	0	0
ITGAV	ENSG00000138448.13	26559.80154	-0.3003915325	0.07123371567	-4.21698531	2.48E-05	0.000680701229	23	1	0	1	63	6	6	0	28	0	0	0	0
ITGB1BP2	ENSG00000147166.11	201.1896115	-3.476966898	0.2894304885	-12.01313281	3.03E-33	7.22E-31	5	1	0	1	10	0	0	0	1	0	0	0	0
ITGB3	ENSG00000259207.10	2481.936238	-0.3434559812	0.09507484208	-3.612480165	0.0003032823116	0.006129752595	4	0	0	0	18	0	0	0	1	0	0	0	1
ITGB4	ENSG00000132470.14	26769.34757	0.236046137	0.05872018848	4.019846379	5.82E-05	0.001475046133	13	0	0	0	65	0	0	0	19	0	0	0	0
ITIH4	ENSG00000055955.17	311.8080529	0.5374323099	0.172487203	3.115780768	0.001834586084	0.02723170827	14	0	0	0	37	0	0	0	16	2	1	1	0
ITPKA	ENSG00000137825.11	2033.747622	-1.655193593	0.08922382636	-18.55102679	8.00E-77	5.44E-74	4	1	0	1	12	0	0	0	0	0	0	0	0
ITPR3	ENSG00000096433.11	56512.99472	-0.2015064941	0.06079907262	-3.314302101	0.0009187218781	0.01533930519	2	0	0	0	61	0	0	0	31	0	0	0	0
ITPRIP	ENSG00000148841.17	5120.462677	-0.2483984879	0.07799323558	-3.184872202	0.001448179467	0.02240396681	5	0	0	0	11	0	0	0	1	0	0	0	1
ITSN2	ENSG00000198399.16	6364.611154	-0.2612729183	0.07433002006	-3.515038985	0.0004396894373	0.00837485265	12	0	0	0	55	3	3	0	19	0	0	0	0
IZUMO4	ENSG00000099840.14	207.9876436	-0.5207892212	0.1756851264	-2.964333019	0.003033398199	0.0407344488	13	0	0	0	22	1	1	0	18	1	1	0	0
JAG1	ENSG00000101384.12	30819.23442	-0.1663771847	0.05401205484	-3.080371321	0.002067426688	0.02997768698	9	0	0	0	48	0	0	0	32	0	0	0	0
JAG2	ENSG00000184916.9	1087.646909	0.3093201017	0.09213378987	3.357292717	0.000787097359	0.01341446029	5	0	0	0	29	0	0	0	10	2	0	2	0
